id,production_location,production_location2,sale_location,sale_location2,types_of_sampling,food_category,adulterant_category,adulterant,food_specifications_model_list,mandate_level,manufacturer_type,sampled_location_type,grade
5295,湖南省,长沙市,湖南省,长沙市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
3661,四川省,德阳市,四川省,德阳市,Same Place,pastry,Microbial contamination,菌落总数;霉菌,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
665,四川省,巴中市,四川省,巴中市,Same Place,alcohol,Specification,总酸;总酯;酒精度,Pre-packaged,Provincially Mandated,wholesale/retail,wholesale/retail,0
3185,广西壮族自治区,桂林市,广西壮族自治区,桂林市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7353,安徽省,宣城市,安徽省,宣城市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4418,江苏省,常州市,江苏省,常州市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
75,黑龙江省,鸡西市,黑龙江省,鸡西市,Same Place,bee product,Microbial contamination,嗜渗酵母,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
7309,内蒙古自治区,乌海市,内蒙古自治区,乌海市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,3
2881,广西壮族自治区,柳州市,广西壮族自治区,柳州市,Same Place,convenience food,Microbial contamination,霉菌,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
1254,江苏省,宿迁市,江苏省,盐城市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
3606,浙江省,温州市,浙江省,温州市,Same Place,pastry,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
4124,广东省,东莞市,广东省,东莞市,Same Place,pastry,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1937,江苏省,南京市,江苏省,南京市,Same Place,meat and meat product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5188,江苏省,连云港市,江苏省,连云港市,Same Place,aquatic product,Specification,氮,Pre-packaged,Nationally Mandated,manufacturer,wet market,0
6748,广东省,揭阳市,广东省,揭阳市,Same Place,nut and nut product,Food additive,柠檬黄,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
3515,河北省,石家庄市,河北省,石家庄市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,3
389,河南省,许昌市,河南省,许昌市,Same Place,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
3854,四川省,成都市,四川省,成都市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
8475,湖北省,荆州市,湖北省,荆州市,Same Place,vegetable and vegetable product,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,3
5946,贵州省,遵义市,贵州省,遵义市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
187,河南省,新乡市,河南省,新乡市,Same Place,cereal and cereal product,Environmental contaminant,铅,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4162,安徽省,安庆市,安徽省,安庆市,Same Place,pastry,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8035,广东省,惠州市,广东省,惠州市,Same Place,fruit and fruit product,Food additive,钠,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
1894,安徽省,六安市,安徽省,六安市,Same Place,meat and meat product,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
7542,吉林省,白城市,吉林省,长春市,Off-site,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8465,江西省,宜春市,江西省,宜春市,Same Place,vegetable and vegetable product,Food additive,苯甲酸;甜蜜素,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,1
1249,辽宁省,铁岭市,辽宁省,铁岭市,Same Place,alcohol,Specification,酒精度,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
6502,广东省,揭阳市,广东省,广州市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,wet market,0
2375,湖南省,益阳市,湖南省,长沙市,Off-site,meat and meat product,Food additive,山梨酸及其钾盐,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
5299,湖南省,长沙市,湖南省,长沙市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
8821,广西壮族自治区,柳州市,广西壮族自治区,柳州市,Same Place,vegetable and vegetable product,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2556,河南省,开封市,河南省,开封市,Same Place,convenience food,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
4846,山东省,淄博市,山东省,淄博市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
4282,安徽省,安庆市,安徽省,安庆市,Same Place,pastry,Food additive,脱氢乙酸,Bulk weighing,Nationally Mandated,manufacturer,chain supermarket,0
5824,四川省,绵阳市,四川省,绵阳市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
860,广东省,江门市,广东省,江门市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1229,湖北省,恩施土家族苗族自治州,湖北省,恩施土家族苗族自治州,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
3994,新疆维吾尔自治区,昌吉回族自治州,新疆维吾尔自治区,昌吉回族自治州,Same Place,pastry,Food additive,山梨酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
2237,贵州省,黔南布依族苗族自治州,贵州省,黔南布依族苗族自治州,Same Place,meat and meat product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
5814,贵州省,铜仁市,贵州省,铜仁市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6030,河南省,商丘市,河南省,商丘市,Same Place,condiment,Specification,氨基酸态氮;苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1864,山东省,聊城市,山东省,聊城市,Same Place,meat and meat product,Environmental contaminant,镉,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
3197,河南省,郑州市,广东省,东莞市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
8329,湖北省,宜昌市,湖北省,宜昌市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
2529,四川省,资阳市,四川省,资阳市,Same Place,meat and meat product,Environmental contaminant,亚硝酸盐,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
3297,安徽省,合肥市,安徽省,池州市,Off-site,pastry,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,chain supermarket,0
8224,安徽省,合肥市,安徽省,合肥市,Same Place,vegetable and vegetable product,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和;苯甲酸,Bulk weighing,Provincially Mandated,wholesale market,other supermarket/convenience store,0
2168,江苏省,南京市,江苏省,南京市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
4137,安徽省,安庆市,安徽省,安庆市,Same Place,pastry,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,3
6045,四川省,南充市,四川省,广元市,Off-site,condiment,Specification,氨基酸态氮;苯甲酸,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
412,河南省,郑州市,河南省,驻马店市,Off-site,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
8708,河南省,郑州市,河南省,安阳市,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Bulk weighing,Provincially Mandated,manufacturer,chain supermarket,0
1775,湖北省,十堰市,湖北省,十堰市,Same Place,bean and bean product,Food additive,铝,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
1530,广西壮族自治区,桂林市,广西壮族自治区,桂林市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5390,湖南省,长沙市,浙江省,宁波市,Off-site,aquatic product,Environmental contaminant,镉,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5316,广东省,揭阳市,广东省,揭阳市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,1
1813,四川省,绵阳市,四川省,绵阳市,Same Place,meat and meat product,Microbial contamination,苯并[a]芘;菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
4770,广东省,佛山市,广东省,广州市,Off-site,pastry,Specification,脂肪,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
8472,内蒙古自治区,呼伦贝尔市,内蒙古自治区,呼伦贝尔市,Same Place,vegetable and vegetable product,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
3686,湖南省,张家界市,湖南省,张家界市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
5119,广东省,中山市,广东省,珠海市,Off-site,aquatic product,Environmental contaminant,N-二甲基亚硝胺,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
5812,贵州省,贵阳市,贵州省,贵阳市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
9116,安徽省,马鞍山市,安徽省,马鞍山市,Same Place,tea and tea product,Specification,水分,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8932,广东省,江门市,广东省,江门市,Same Place,vegetable and vegetable product,Food additive,糖精钠;安赛蜜,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
8897,广东省,揭阳市,广东省,佛山市,Off-site,vegetable and vegetable product,Specification,水分,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
7837,贵州省,黔南布依族苗族自治州,贵州省,黔南布依族苗族自治州,Same Place,fruit and fruit product,Food additive,防腐剂混合使用时各自用量占其最大使用量的比例之和,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
1460,江苏省,宿迁市,江苏省,宿迁市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
917,广东省,湛江市,广东省,广州市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1086,广东省,梅州市,广东省,梅州市,Same Place,alcohol,Food additive,β-苯乙醇,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
6921,广东省,揭阳市,广东省,佛山市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2673,河南省,周口市,河南省,周口市,Same Place,convenience food,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
250,安徽省,蚌埠市,安徽省,蚌埠市,Same Place,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
2056,山东省,临沂市,四川省,绵阳市,Off-site,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7700,广东省,汕头市,广东省,汕头市,Same Place,fruit and fruit product,Food additive,苯甲酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7958,湖南省,益阳市,湖南省,益阳市,Same Place,fruit and fruit product,Microbial contamination,菌落总数;霉菌,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
529,湖南省,长沙市,湖南省,长沙市,Same Place,cereal and cereal product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
3070,山东省,德州市,山东省,德州市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
